year;_STATE;_COUNTY
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2000;Tennessee;Gibson
2000;Tennessee;Gibson
2001;Tennessee;Gibson
2000;Tennessee;Gibson
2000;Tennessee;Gibson
2002;Tennessee;Gibson
1999;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
1991;Tennessee;Gibson
1991;Tennessee;Gibson
1991;Tennessee;Gibson
1992;Tennessee;Gibson
2006;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2006;Tennessee;Gibson
2000;Tennessee;Gibson
2006;Tennessee;Gibson
2006;Tennessee;Gibson
2006;Tennessee;Gibson
2010;Tennessee;Gibson
2006;Tennessee;Gibson
2010;Tennessee;Gibson
2002;Tennessee;Gibson
2006;Tennessee;Gibson
2008;Tennessee;Gibson
2006;Tennessee;Gibson
2008;Tennessee;Gibson
2010;Tennessee;Gibson
2008;Tennessee;Gibson
2006;Tennessee;Gibson
2006;Tennessee;Gibson
2006;Tennessee;Gibson
2006;Tennessee;Gibson
2008;Tennessee;Gibson
2006;Tennessee;Gibson
2008;Tennessee;Gibson
2008;Tennessee;Gibson
2008;Tennessee;Gibson
2008;Tennessee;Gibson
2008;Tennessee;Gibson
2010;Tennessee;Gibson
2010;Tennessee;Gibson
2000;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
1999;Tennessee;Gibson
1999;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
1999;Tennessee;Gibson
1999;Tennessee;Gibson
1999;Tennessee;Gibson
2001;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2000;Tennessee;Gibson
2003;Tennessee;Gibson
2000;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
2001;Tennessee;Gibson
1999;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2003;Tennessee;Gibson
2002;Tennessee;Gibson
2002;Tennessee;Gibson
2018;Tennessee;Knox
1979;Tennessee;Knox
1972;Tennessee;Cocke
2009;North Carolina;Mitchell
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2010;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
1998;Tennessee;Carroll
2006;Tennessee;Carroll
2006;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2008;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
2003;Tennessee;Carroll
1978;Tennessee;DeKalb
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
1971;Tennessee;Rutherford
2018;North Carolina;Wake
2010;North Carolina;Wake
2008;North Carolina;Wake
2010;North Carolina;Wake
2010;North Carolina;Wake
2006;North Carolina;Wake
2009;North Carolina;Wake
2007;North Carolina;Wake
2008;North Carolina;Wake
2008;North Carolina;Wake
2008;North Carolina;Wake
1995;North Carolina;Wake
1989;North Carolina;Wake
1980;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1989;North Carolina;Wake
1980;North Carolina;Wake
1982;North Carolina;Wake
1982;North Carolina;Wake
1982;North Carolina;Wake
1982;North Carolina;Wake
1976;North Carolina;Wake
1976;North Carolina;Wake
1972;North Carolina;Wake
1968;North Carolina;Wake
2009;North Carolina;Madison
1992;Tennessee;Williamson
1992;Tennessee;Williamson
1992;Tennessee;Williamson
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2017;Tennessee;Sevier
2016;Tennessee;Sevier
2015;Tennessee;Sevier
2016;Tennessee;Sevier
2015;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2015;Tennessee;Sevier
2016;Tennessee;Sevier
2015;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
2016;Tennessee;Sevier
1985;North Carolina;Burke
2004;Tennessee;Blount
2004;Tennessee;Blount
2004;Tennessee;Blount
2004;Tennessee;Blount
2004;Tennessee;Blount
2004;Tennessee;Blount
2017;North Carolina;Chatham
2007;North Carolina;Chatham
2010;North Carolina;Rowan
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1996;Tennessee;Decatur
1979;Tennessee;Perry
1979;Tennessee;Perry
1979;Tennessee;Perry
2016;North Carolina;Catawba
2011;North Carolina;Catawba
2009;North Carolina;Catawba
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1998;Tennessee;Henderson
1973;Tennessee;Henderson
2015;North Carolina;Buncombe
2006;North Carolina;Buncombe
1980;North Carolina;Buncombe
1975;North Carolina;Buncombe
1975;North Carolina;Buncombe
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
2012;Tennessee;Haywood
1997;Tennessee;Haywood
1998;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1999;Tennessee;Haywood
1981;Tennessee;Haywood
1981;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
2009;Tennessee;Haywood
2009;Tennessee;Haywood
1997;Tennessee;Haywood
1998;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1998;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
2004;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
1983;Tennessee;Haywood
1981;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
1999;Tennessee;Haywood
2009;Tennessee;Haywood
2009;Tennessee;Haywood
1981;Tennessee;Haywood
1981;Tennessee;Haywood
1981;Tennessee;Haywood
1985;Tennessee;Haywood
1983;Tennessee;Haywood
1985;Tennessee;Haywood
1983;Tennessee;Haywood
1981;Tennessee;Haywood
1985;Tennessee;Haywood
1981;Tennessee;Haywood
1997;Tennessee;Haywood
1997;Tennessee;Haywood
2007;North Carolina;Haywood
2006;North Carolina;Haywood
2006;North Carolina;Haywood
2006;North Carolina;Haywood
2006;North Carolina;Haywood
2006;North Carolina;Haywood
2006;North Carolina;Haywood
1975;North Carolina;Haywood
1975;North Carolina;Haywood
1975;North Carolina;Haywood
1976;North Carolina;Haywood
1998;Tennessee;White
1998;Tennessee;White
1998;Tennessee;White
1979;Tennessee;Marshall
2016;North Carolina;Swain
1976;North Carolina;Swain
1976;North Carolina;Swain
1973;North Carolina;Swain
1973;North Carolina;Swain
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1977;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1977;Tennessee;Monroe
1988;Tennessee;Monroe
1988;Tennessee;Monroe
1982;Tennessee;Monroe
1982;Tennessee;Monroe
1982;Tennessee;Monroe
1982;Tennessee;Monroe
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
1995;Tennessee;Lewis
2000;North Carolina;Lee
1994;North Carolina;Rutherford
2006;North Carolina;Rutherford
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1995;North Carolina;Jackson
1982;North Carolina;Jackson
1982;North Carolina;Jackson
2006;North Carolina;Henderson
2006;North Carolina;Henderson
2006;North Carolina;Henderson
2006;North Carolina;Henderson
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1977;Tennessee;Lawrence
1968;Tennessee;Hardeman
1968;Tennessee;Hardeman
1968;Tennessee;Hardeman
1968;Tennessee;Hardeman
1968;Tennessee;Hardeman
1968;Tennessee;Hardeman
1984;Tennessee;Hardin
1983;Tennessee;Hardin
1983;Tennessee;Hardin
1983;Tennessee;Hardin
1983;Tennessee;Hardin
1983;Tennessee;Hardin
2011;North Carolina;Transylvania
2009;North Carolina;Gaston
2009;North Carolina;Gaston
2007;North Carolina;Polk
2006;North Carolina;Polk
2007;North Carolina;Polk
2013;Tennessee;Fayette
1993;Tennessee;Fayette
1993;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1992;Tennessee;Fayette
1991;Tennessee;Fayette
1991;Tennessee;Fayette
1991;Tennessee;Fayette
1991;Tennessee;Fayette
1991;Tennessee;Fayette
1991;Tennessee;Fayette
1997;Tennessee;Fayette
1991;Tennessee;Fayette
1997;Tennessee;Fayette
1991;Tennessee;Fayette
1997;Tennessee;Fayette
1991;Tennessee;Fayette
1997;Tennessee;Fayette
1991;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1992;Tennessee;Fayette
1993;Tennessee;Fayette
1993;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1975;Tennessee;Fayette
1968;Tennessee;Fayette
1975;Tennessee;Fayette
1968;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1977;Tennessee;Fayette
1977;Tennessee;Fayette
1990;Tennessee;Fayette
1975;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1976;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1977;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1977;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1990;Tennessee;Fayette
1976;Tennessee;McNairy
1976;Tennessee;McNairy
1976;Tennessee;McNairy
1976;Tennessee;McNairy
1976;Tennessee;McNairy
1976;Tennessee;McNairy
1976;Tennessee;McNairy
2005;Tennessee;Franklin
2005;Tennessee;Franklin
2005;Tennessee;Franklin
2005;Tennessee;Franklin
2005;Tennessee;Franklin
2005;Tennessee;Franklin
2005;Tennessee;Franklin
1977;Tennessee;Polk
1979;Tennessee;Polk
1979;Tennessee;Polk
1979;Tennessee;Polk
1979;Tennessee;Polk
1979;Tennessee;Polk
1998;North Carolina;Cumberland
1973;North Carolina;Cumberland
1981;North Carolina;Richmond
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2006;North Carolina;Clay
2009;North Carolina;Scotland
1972;Mississippi;Alcorn
1977;Mississippi;Tippah
1998;Mississippi;Tishomingo
1998;Mississippi;Tishomingo
1998;Mississippi;Tishomingo
1998;Mississippi;Tishomingo
2018;Georgia;Towns
1988;Georgia;Towns
2019;Alabama;Madison
1967;Georgia;Fannin
1967;Georgia;Fannin
1967;Georgia;Fannin
1967;Georgia;Fannin
1967;Georgia;Fannin
1967;Georgia;Fannin
1967;Georgia;Fannin
2018;Georgia;Union
1988;Georgia;Union
1988;Georgia;Union
1995;Alabama;Colbert
1995;Alabama;Colbert
1982;North Carolina;Bladen
1984;North Carolina;Bladen
1984;North Carolina;Bladen
1984;North Carolina;Bladen
1984;North Carolina;Bladen
1981;North Carolina;Bladen
1982;North Carolina;Bladen
1980;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1982;North Carolina;Hoke
1980;Georgia;White
1967;Georgia;White
1967;Georgia;White
1967;Georgia;White
1967;Georgia;White
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2006;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2005;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
2009;Alabama;Jackson
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Mississippi;Lee
1995;Georgia;Barrow
1995;Georgia;Barrow
1995;Georgia;Barrow
1995;Georgia;Barrow
1995;Georgia;Barrow
1979;Georgia;Barrow
1983;Georgia;Polk
1974;Georgia;Polk
1974;Georgia;Polk
1974;Georgia;Polk
1974;Georgia;Polk
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
1998;Mississippi;Chickasaw
