"","State","Year","precip_mm"
"1718","Washington",1981,1112.52
"1719","Washington",1982,1203.71
"1720","Washington",1983,1316.48
"1721","Washington",1984,1193.04
"1722","Washington",1985,761.75
"1723","Washington",1986,1057.4
"1724","Washington",1987,873.51
"1725","Washington",1988,1014.73
"1726","Washington",1989,928.62
"1727","Washington",1990,1293.11
"1728","Washington",1991,1028.19
"1729","Washington",1992,943.1
"1730","Washington",1993,855.47
"1731","Washington",1994,1079.75
"1732","Washington",1995,1297.43
"1733","Washington",1996,1395.73
"1734","Washington",1997,1297.18
"1735","Washington",1998,1234.69
"1736","Washington",1999,1252.22
"1737","Washington",2000,868.93
"1738","Washington",2001,994.66
"1739","Washington",2002,927.35
"1740","Washington",2003,1104.14
"1741","Washington",2004,956.31
"1742","Washington",2005,981.46
"1743","Washington",2006,1276.6
"1744","Washington",2007,1022.1
"1745","Washington",2008,949.71
"1746","Washington",2009,1013.46
"1747","Washington",2010,1201.93
"1748","Washington",2011,1113.03
"1749","Washington",2012,1342.9
"1750","Washington",2013,906.27
"1751","Washington",2014,1239.52
"1752","Washington",2015,1098.55
"1753","Washington",2016,1248.16
"1754","Washington",2017,1237.74
"1755","Washington",2018,1049.02
"1756","West Virginia",1980,1116.84
"1757","West Virginia",1981,1058.16
"1758","West Virginia",1982,1129.79
"1759","West Virginia",1983,1128.52
"1760","West Virginia",1984,1153.67
"1761","West Virginia",1985,1149.86
"1762","West Virginia",1986,1094.49
"1763","West Virginia",1987,987.04
"1764","West Virginia",1988,897.64
"1765","West Virginia",1989,1375.66
"1766","West Virginia",1990,1257.3
"1767","West Virginia",1991,1060.96
"1768","West Virginia",1992,1046.23
"1769","West Virginia",1993,1125.47
"1770","West Virginia",1994,1256.03
"1771","West Virginia",1995,1119.12
"1772","West Virginia",1996,1502.92
"1773","West Virginia",1997,1047.24
"1774","West Virginia",1998,1171.19
"1775","West Virginia",1999,990.09
"1776","West Virginia",2000,1081.79
"1777","West Virginia",2001,1012.44
"1778","West Virginia",2002,1233.42
"1779","West Virginia",2003,1509.27
"1780","West Virginia",2004,1347.98
"1781","West Virginia",2005,1064.01
"1782","West Virginia",2006,1108.2
"1783","West Virginia",2007,1088.39
"1784","West Virginia",2008,1169.42
"1785","West Virginia",2009,1188.72
"1786","West Virginia",2010,1077.72
"1787","West Virginia",2011,1399.54
"1788","West Virginia",2012,1133.35
"1789","West Virginia",2013,1208.79
"1790","West Virginia",2014,1086.87
"1791","West Virginia",2015,1234.95
"1792","West Virginia",2016,1152.14
"1793","West Virginia",2017,1194.05
"1794","West Virginia",2018,1653.54
"1795","Wisconsin",1980,849.12
"1796","Wisconsin",1981,787.91
"1797","Wisconsin",1982,929.39
"1798","Wisconsin",1983,883.67
"1799","Wisconsin",1984,888.49
"1800","Wisconsin",1985,936.24
"1801","Wisconsin",1986,894.33
"1802","Wisconsin",1987,725.93
"1803","Wisconsin",1988,649.99
"1804","Wisconsin",1989,621.79
"1805","Wisconsin",1990,914.65
"1806","Wisconsin",1991,977.14
"1807","Wisconsin",1992,787.65
"1808","Wisconsin",1993,905.51
"1809","Wisconsin",1994,784.61
"1810","Wisconsin",1995,835.15
"1811","Wisconsin",1996,838.2
"1812","Wisconsin",1997,722.12
"1813","Wisconsin",1998,823.72
"1814","Wisconsin",1999,844.55
"1815","Wisconsin",2000,868.43
"1816","Wisconsin",2001,890.27
"1817","Wisconsin",2002,891.03
"1818","Wisconsin",2003,711.71
"1819","Wisconsin",2004,886.71
"1820","Wisconsin",2005,725.17
"1821","Wisconsin",2006,764.03
"1822","Wisconsin",2007,850.65
"1823","Wisconsin",2008,831.09
"1824","Wisconsin",2009,755.9
"1825","Wisconsin",2010,991.11
"1826","Wisconsin",2011,788.42
"1827","Wisconsin",2012,731.52
"1828","Wisconsin",2013,927.86
"1829","Wisconsin",2014,941.83
"1830","Wisconsin",2015,911.35
"1831","Wisconsin",2016,1000.51
"1832","Wisconsin",2017,954.28
"1833","Wisconsin",2018,1007.87
"1834","Wyoming",1980,404.62
"1835","Wyoming",1981,404.37
"1836","Wyoming",1982,495.3
"1837","Wyoming",1983,476.76
"1838","Wyoming",1984,397
"1839","Wyoming",1985,361.19
"1840","Wyoming",1986,454.91
"1841","Wyoming",1987,377.44
"1842","Wyoming",1988,290.07
"1843","Wyoming",1989,381.51
"1844","Wyoming",1990,390.65
"1845","Wyoming",1991,434.09
"1846","Wyoming",1992,380.49
"1847","Wyoming",1993,469.9
"1848","Wyoming",1994,356.11
"1849","Wyoming",1995,515.11
"1850","Wyoming",1996,439.42
"1851","Wyoming",1997,456.69
"1852","Wyoming",1998,497.08
"1853","Wyoming",1999,404.88
"1854","Wyoming",2000,363.47
"1855","Wyoming",2001,302.51
"1856","Wyoming",2002,304.04
"1857","Wyoming",2003,384.3
"1858","Wyoming",2004,369.82
"1859","Wyoming",2005,413.26
"1860","Wyoming",2006,323.6
"1861","Wyoming",2007,382.27
"1862","Wyoming",2008,407.67
"1863","Wyoming",2009,431.8
"1864","Wyoming",2010,438.15
"1865","Wyoming",2011,471.17
"1866","Wyoming",2012,278.38
"1867","Wyoming",2013,414.53
"1868","Wyoming",2014,459.74
"1869","Wyoming",2015,424.43
"1870","Wyoming",2016,438.91
"1871","Wyoming",2017,473.96
"1872","Wyoming",2018,410.21
